symbol,Price,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Trailing P/E,Forward P/E,Date,Forward Price/Sales
SP500 IT Services Mean ,187.350476190476,7.06285714285714,12.8523809523809,23.7352380952381,1.46809523809524,1.35619047619048,157.980476190476,62.3409523809524,46.7914285714286,8.50333333333333,10.6366666666667,18.4933333333333,0.61,12.9552380952381,4190697142.85714,25.6566666666667,19.13,51.9547619047619,14314285714.2857,90799999999.9524,96539523809.5238,7.38428571428571,20.4528571428571,32.39,22.93,2022-02-05,0.0
SP500 IT Services Mean ,180.38,6.86333333333333,12.4219047619048,22.8676190476191,1.49142857142857,1.38285714285714,157.858571428572,62.5761904761905,46.8242857142857,8.42952380952381,10.1466666666667,19.0466666666667,0.606190476190476,13.3361904761905,4126411428.52381,25.6542857142857,19.2557142857143,51.7890476190476,14172857142.8571,86119047619.0,91810000000.0,7.16095238095238,20.0952380952381,31.17,20.97,2022-01-28,0.0
SP500 IT Services Mean ,190.745714285714,7.41809523809524,13.4752380952381,24.5457142857143,1.49142857142857,1.38238095238095,157.460952380952,62.5761904761905,46.7852380952381,8.49238095238095,10.1466666666667,17.487619047619,0.609047619047619,13.3361904761905,4263371428.52381,25.7257142857143,19.0666666666667,50.9290476190476,14916666666.6667,89699047619.0,95291428571.4286,7.6852380952381,21.7647619047619,31.575,21.235,2022-01-22,0.0
SP500 IT Services Mean ,199.573333333333,7.25857142857143,9.98666666666667,25.622380952381,1.49285714285714,1.38238095238095,157.460952380952,62.7714285714286,46.7852380952381,8.49238095238095,10.1466666666667,18.9457142857143,0.609047619047619,13.3361904761905,4263371428.52381,25.7257142857143,19.0666666666667,50.9290476190476,14916666666.6667,90737619047.5714,96332857142.8571,7.53190476190476,21.5795238095238,30.93,20.4,2022-01-15,0.0
SP500 IT Services Mean,204.759523809524,7.5547619047619,13.7561904761905,26.3552380952381,1.49285714285714,1.38238095238095,157.460952380952,62.7714285714286,46.7852380952381,8.49238095238095,10.1466666666667,19.0057142857143,0.609047619047619,13.3361904761905,4263371428.52381,25.7257142857143,19.0666666666667,50.9290476190476,14916666666.6667,91998571428.5238,97710000000,7.8352380952381,22.6557142857143,30.93,20.4,2022-01-08 00:00:00,0.0
SP500 IT Services Mean,211.360952380952,7.5547619047619,13.7561904761905,27.1247619047619,1.49285714285714,1.38238095238095,157.460952380952,62.7714285714286,46.7852380952381,8.48380952380952,10.1466666666667,19.0057142857143,0.609047619047619,13.3361904761905,4260990476.14286,25.7119047619048,19.0666666666667,50.9290476190476,14916666666.6667,91998571428.5238,97710000000,7.8352380952381,22.6557142857143,50.0904761904762,25.3257142857143,2022-01-01 00:00:00,0.0
SP500 IT Services Mean,207.597142857143,7.5547619047619,13.7561904761905,26.6733333333333,1.49285714285714,1.38238095238095,157.460952380952,62.7714285714286,46.7852380952381,8.49190476190476,10.1466666666667,19.0057142857143,0.609047619047619,13.3361904761905,4261942857.09524,25.7385714285714,19.0666666666667,50.9290476190476,14916666666.6667,91998571428.5238,97710000000,7.8352380952381,22.6557142857143,50.0904761904762,25.3257142857143,2021-12-23 00:00:00,0.0
SP500 IT Services Mean ,204.094761904762,7.5547619047619,13.7561904761905,26.2052380952381,1.49285714285714,1.38238095238095,157.501428571429,62.7714285714286,46.7528571428571,8.47238095238095,10.1466666666667,19.0057142857143,0.608571428571429,13.3361904761905,4256704761.85714,25.6690476190476,19.0404761904762,51.0166666666667,14910952380.9524,91998571428.5238,97710000000.0,7.8352380952381,22.6557142857143,50.0904761904762,25.3257142857143,2021-12-18,0.0
SP500 IT Services Mean ,178.269,7.252,13.293,22.775,1.4075,1.2875,164.936,65.47,48.0745,8.337,10.0085,19.606,0.567,14.003,4412206999.9,26.2185,19.371,52.289,15327500000.0,93582499999.95,99632000000.0,7.5855,20.518,47.926,24.025,2021-12-11,0.0
SP500 IT Services Mean ,174.283,6.988,12.9635,6.214,1.4075,0.3215,43.0905,65.47,22.822,3.052,10.0085,20.4175,0.161,14.003,613335000.0,7.76,6.123,52.594,2653000000.0,88636000000.0,94684500000.0,7.2865,19.8585,46.6435,23.374,2021-12-04,0.0
SP500 IT Services Mean ,178.262,7.1335,13.132,22.746,1.4075,1.2875,164.936,65.4065,48.0745,8.338,10.0175,19.904,0.567,14.003,4413706999.9,26.227,19.371,52.289,15327500000.0,90322000000.0,96370499999.95,7.462,20.2715,47.657,23.729,2021-11-29,0.0
SP500 IT Services Mean ,180.307,7.2905,13.6555,22.991,1.3985,1.2875,164.7555,65.681,48.0745,8.3905,9.9685,19.4655,0.567,13.928,4415939499.95,26.381,19.371,52.289,15327500000.0,93675999999.95,99725000000.0,7.6245,20.7035,48.4155,24.131,2021-11-20,0.0
SP500 IT Services Mean ,180.814,7.378,13.7095,23.066,1.391,1.2875,164.7555,65.491,48.0745,8.3905,9.9385,19.2815,0.567,13.928,4415939499.95,26.381,19.371,52.289,15327500000.0,94947500000.0,89392000000.0,7.839,21.2585,49.79,24.171,2021-11-13,0.0
SP500 IT Services Mean ,180.8415,7.435,13.816,23.2975,1.1505,1.2835,164.0205,65.3385,48.096,8.386,9.875,19.0615,0.5655,13.928,4434117499.95,26.563,19.3245,52.4195,15274500000.0,96285000000.0,89293500000.0,7.776,21.3625,74.357,24.306,2021-11-06,0.0
SP500 IT Services Mean ,180.351,7.628,12.7835,23.332,1.166,1.242,157.8205,65.5415,64.9385,8.1,9.748,16.649,0.563,13.6575,4366846999.95,25.9335,19.0295,53.318,15135500000.0,96576500000.0,88631500000.0,7.973,21.4735,79.3545,23.879,2021-10-30,0.0
SP500 IT Services Mean ,186.154,7.897,12.961,24.3455,1.1675,1.2495,157.9075,65.4595,64.547,8.088,9.7835,17.9675,0.5605,13.6575,4295019999.95,25.888,18.857,53.0655,15021500000.0,100764500000.0,91009500000.0,8.1685,22.238,80.994,24.862,2021-10-23,0.0
