symbol,Price,Trailing P/E,Forward P/E,Price/Sales (ttm),Forward Price/Sales,Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Date
SP500 Biotechnology Mean ,242.173333333333,25.8322222222222,17.2,6.07333333333333,6.15222222222222,9.38,12.9911111111111,2.46333333333333,2.39111111111111,46.1511111111111,32.2955555555556,21.6077777777778,8.50777777777778,12.28,19.7155555555556,0.363333333333333,3.39777777777778,5749698888.88889,24.5722222222222,18.8944444444444,39.7955555555556,11435555555.5556,91342222222.2222,99936666666.6667,5.95333333333333,15.4833333333333,2023-04-28 00:00:00
SP500 Biotechnology Mean ,244.937777777778,25.8922222222222,17.2222222222222,6.07777777777778,6.31444444444444,9.39333333333333,19.5511111111111,2.46333333333333,3.02222222222222,185.547777777778,32.2955555555556,40.7633333333333,11.6422222222222,12.28,19.6722222222222,0.503333333333333,3.39777777777778,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,91396666666.6667,100007777777.778,5.95777777777778,15.5133333333333,2023-04-22 00:00:00
SP500 Biotechnology Mean ,252.245555555556,25.9222222222222,17.2288888888889,6.08333333333333,6.51,9.41333333333333,19.9788888888889,2.46333333333333,3.02222222222222,185.547777777778,32.2955555555556,40.7633333333333,11.6422222222222,12.28,19.6644444444444,0.503333333333333,3.39777777777778,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,91747777777.7778,100358888888.889,5.96333333333333,15.5277777777778,2023-04-14 00:00:00
SP500 Biotechnology Mean ,247.933333333333,25.6422222222222,17.0233333333333,5.97555555555556,6.27333333333333,9.19222222222222,19.1677777777778,2.46333333333333,3.02222222222222,185.547777777778,32.2955555555556,40.7633333333333,11.6422222222222,12.28,19.9955555555556,0.503333333333333,3.39777777777778,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,90543333333.3333,99156666666.6667,5.86555555555556,15.9211111111111,2023-04-08 00:00:00
SP500 Biotechnology Mean ,241.174444444444,24.5688888888889,16.2855555555556,5.74111111111111,6.08555555555556,8.84555555555556,18.61,2.46333333333333,3.02222222222222,185.547777777778,32.2955555555556,40.7633333333333,11.6422222222222,11.5777777777778,20.66,0.576666666666667,3.41555555555556,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,88582222222.2222,97194444444.4444,5.70111111111111,15.3866666666667,2023-04-01 00:00:00
SP500 Biotechnology Mean ,236.982222222222,24.4511111111111,16.0877777777778,5.68777777777778,6.00666666666667,8.77333333333333,18.3233333333333,2.46333333333333,3.02222222222222,185.547777777778,32.2955555555556,40.7633333333333,11.6422222222222,12.28,20.7522222222222,0.503333333333333,3.39777777777778,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,86204444444.4444,94817777777.7778,5.57222222222222,15.1477777777778,2023-03-24 00:00:00
SP500 Biotechnology Mean ,231.622222222222,22.8277777777778,13.9366666666667,5.19444444444445,6.00777777777778,8.28222222222222,18.3622222222222,2.46333333333333,3.02222222222222,185.547777777778,32.1255555555556,40.7633333333333,11.6422222222222,12.3088888888889,17.1922222222222,0.503333333333333,3.39777777777778,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,80661111111,89082222222.1111,5.60888888888889,15.7066666666667,2023-03-18 00:00:00
SP500 Biotechnology Mean ,225.11,24.3011111111111,16.3533333333333,5.45,5.82666666666667,8.60777777777778,17.9333333333333,2.46333333333333,3.02222222222222,185.547777777778,32.1255555555556,40.7633333333333,11.6422222222222,15.9377777777778,16.8088888888889,0.596666666666667,3.62222222222222,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,81001111111.1111,90580000000,5.41,14.4444444444444,2023-03-11 00:00:00
SP500 Biotechnology Mean ,232.213333333333,24.7344444444444,16.6733333333333,5.69333333333333,6.01222222222222,8.79888888888889,18.58,2.45666666666667,3.02222222222222,185.547777777778,32.1255555555556,40.7633333333333,11.6422222222222,15.9377777777778,20.8666666666667,0.596666666666667,3.62222222222222,9094143333.33333,36.5844444444444,26.8577777777778,65.6411111111111,18521111111.1111,86152222222.2222,94766666666.6667,5.58666666666667,14.7522222222222,2023-03-04 00:00:00
SP500 Biotechnology Mean ,232.878888888889,25.0988888888889,19.5844444444444,5.76555555555555,5.99444444444444,8.90666666666667,18.2244444444444,2.39111111111111,2.96111111111111,172.108888888889,26.3866666666667,44.4766666666667,12.9688888888889,17.7366666666667,20.25,0.611111111111111,3.62222222222222,9517476666.66667,38.0288888888889,28.1455555555556,66.7544444444444,18757777777.7778,86617777777.7778,95291111111.1111,5.65333333333333,15.4588888888889,2023-02-25 00:00:00
SP500 Biotechnology Mean ,232.647777777778,24.9966666666667,20.0333333333333,5.80555555555556,5.58333333333333,9.07777777777778,14.0866666666667,2.33333333333333,2.85444444444444,179.046666666667,17.6388888888889,44.7988888888889,11.87,15.77,18.8988888888889,0.611111111111111,3.62222222222222,9518587777.77778,38.0455555555556,28.1455555555556,69.5222222222222,18757777777.7778,87104444444.4444,96386666666.6667,5.70444444444444,15.8355555555556,2023-02-17 00:00:00
SP500 Biotechnology Mean ,235.455555555555,18.72,17.2211111111111,4.87111111111111,5.58888888888889,8.71777777777778,14.0666666666667,2.36666666666667,2.84222222222222,176.88,26.7366666666667,44.3433333333333,12.16,18.1988888888889,17.4477777777778,0.612222222222222,3.62222222222222,9814143333.33333,39.1011111111111,27.8888888888889,68.7011111111111,18778888888.8889,77464444444.4444,88485555555.5556,4.92111111111111,14.3877777777778,2023-02-11 00:00:00
SP500 Biotechnology Mean ,239.661111111111,17.1988888888889,15.6555555555556,4.19333333333333,5.86333333333333,8.36111111111111,17.5388888888889,2.35666666666667,2.9,190.968888888889,32.8188888888889,48.2055555555556,13.3677777777778,16.4366666666667,14.0877777777778,0.616666666666667,3.62222222222222,9667440000,38.2566666666667,30.2477777777778,67.8555555555556,18876666666.6667,70442222222.2222,81444444444.4444,4.30888888888889,12.15,2023-02-04 00:00:00
SP500 Biotechnology Mean ,234.96125,21.3575,20.1475,5.52,5.57125,10.25625,17.57,2.11625,2.70875,213.515,36.1775,49.19,12.99125,16.30625,19,0.6075,3.71875,10113370000,37.22,29.46,69.78,20150000000,89353750000,101546250000,5.5625,14.515,2023-01-29 00:00:00
SP500 Biotechnology Mean ,239.227777777778,22.3766666666667,20.55,6.07666666666667,5.89666666666667,9.93777777777778,17.6444444444444,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.16,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,91955555555.5556,101188888888.778,5.97666666666667,15.4333333333333,2023-01-20 00:00:00
SP500 Biotechnology Mean ,239.826666666667,22.5566666666667,20.2988888888889,6.07222222222222,5.90444444444444,10.1577777777778,17.68,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.4122222222222,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,93973333333.3333,103206666666.444,5.97111111111111,15.4711111111111,2023-01-13 00:00:00
SP500 Biotechnology Mean ,237.266666666667,22.2844444444444,20.04,6.00555555555556,5.85222222222222,9.92333333333333,17.51,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.7922222222222,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,91503333333.3333,100736666666.667,5.87111111111111,15.2066666666667,2023-01-06 00:00:00
SP500 Biotechnology Mean ,237.795555555556,22.0211111111111,19.7722222222222,5.93111111111111,5.88888888888889,9.86444444444444,17.6311111111111,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.8855555555556,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,91441111111.1111,100674444444.444,5.83444444444445,15.1277777777778,2022-12-31 00:00:00
SP500 Biotechnology Mean ,243.818888888889,22.5355555555556,20.6677777777778,6.11777777777778,5.98555555555555,10.0677777777778,17.9011111111111,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.0988888888889,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,93585555555.5556,102815555555.556,6.01222222222222,15.5233333333333,2022-12-26 00:00:00
SP500 Biotechnology Mean ,245.844444444444,22.7433333333333,20.5577777777778,6.14444444444444,6.06444444444444,10.14,18.1333333333333,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,18.1122222222222,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,94286666666.6667,103517777777.778,6.04111111111111,15.64,2022-12-19 00:00:00
SP500 Biotechnology Mean ,251.958888888889,23.3744444444444,23.2988888888889,6.32111111111111,6.14888888888889,10.53,18.3122222222222,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0677777777778,16.4366666666667,17.8055555555556,0.616666666666667,3.62222222222222,9361884444.44444,37.1833333333333,30.3666666666667,66.65,18877777777.7778,96484444444.4444,105717777777.778,6.21444444444444,16.0655555555556,2022-12-10 00:00:00
SP500 Biotechnology Mean ,251.987777777778,41.8777777777778,22.9233333333333,13.63,5.23,10.3377777777778,15.0366666666667,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0477777777778,16.4366666666667,18.1922222222222,0.616666666666667,3.62222222222222,9317440000,37.1055555555555,30.3666666666667,66.65,18877777777.7778,93857777777.6667,103087777777.778,6.09,17.5466666666667,2022-12-03 00:00:00
SP500 Biotechnology Mean ,274.896666666667,22.8322222222222,22.8688888888889,6.18111111111111,6.04222222222222,10.3222222222222,18.0455555555556,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0477777777778,16.4366666666667,18.2233333333333,0.616666666666667,3.62222222222222,9317440000,37.1055555555555,30.3666666666667,66.65,18877777777.7778,93734444444.4444,102964444444.444,6.07888888888889,17.5044444444444,2022-11-26 00:00:00
SP500 Biotechnology Mean ,274.182222222222,57.0566666666667,22.8877777777778,14.0844444444444,6.00666666666667,10.3077777777778,17.9444444444444,2.35666666666667,2.93,190.494444444444,32.8188888888889,46.9488888888889,13.0477777777778,16.4366666666667,18.2455555555556,0.616666666666667,3.62222222222222,9317440000,37.1088888888889,30.3666666666667,66.65,18877777777.7778,92984444444.3333,102217777777.778,6.04222222222222,17.3544444444444,2022-11-19 00:00:00
SP500 Biotechnology Mean ,272.174444444444,22.0033333333333,22.2288888888889,5.97222222222222,5.97666666666667,10.1777777777778,16.2777777777778,2.23555555555556,3.12888888888889,190.494444444444,33.6877777777778,46.9488888888889,13.0511111111111,17.0255555555556,18.0877777777778,0.616666666666667,3.59444444444444,9317440000,37.1188888888889,30.3666666666667,66.65,18877777777.7778,90296666666.6667,99528888888.8889,5.87,15.5122222222222,2022-11-12 00:00:00
SP500 Biotechnology Mean ,261.065555555555,21.3377777777778,18.2466666666667,5.77444444444444,5.68333333333333,12.1277777777778,12.5922222222222,2.23555555555556,2.76777777777778,233.851111111111,33.6877777777778,41.5788888888889,13.5266666666667,17.0255555555556,18.4944444444445,0.632222222222222,3.59444444444444,9674197777.77778,37.9133333333333,31.02,65.8155555555556,19118888888.8889,88051111111.1111,98156666666.6667,5.70111111111111,16.4922222222222,2022-11-05 00:00:00
SP500 Biotechnology Mean ,254.923333333333,20.3244444444444,17.3322222222222,5.61222222222222,5.48222222222222,12.0566666666667,13.84,2.23555555555556,2.84222222222222,247.964444444444,33.6877777777778,52.7188888888889,14.7877777777778,17.0255555555556,19.7088888888889,0.632222222222222,3.59444444444444,9429692222.22222,38.1533333333333,31.2677777777778,65.8344444444444,19106666666.6667,85846666666.5556,96037777777.7778,5.54444444444444,14.1166666666667,2022-10-28 00:00:00
SP500 Biotechnology Mean ,242.745555555556,20.6511111111111,17.1544444444444,5.56666666666667,5.22,11.6233333333333,14.9877777777778,2.23555555555556,2.74444444444444,249.641111111111,33.6877777777778,52.1233333333333,14.8244444444445,17.0255555555556,19.6966666666667,0.63,3.59444444444444,9424136666.66667,38.1633333333333,30.4188888888889,65.7855555555555,19097777777.7778,83264444444.4444,93568888888.8889,5.51,14.4088888888889,2022-10-22 00:00:00
SP500 Biotechnology Mean ,252.463333333333,19.9533333333333,17.0933333333333,5.36444444444444,5.35888888888889,11.2911111111111,15.3244444444445,2.23555555555556,2.74444444444444,249.641111111111,33.6877777777778,52.1233333333333,14.8244444444445,17.0255555555556,20.7833333333333,0.63,3.59444444444444,9424136666.66667,38.1633333333333,30.4188888888889,65.7855555555555,19097777777.7778,81242222222.1111,91545555555.5556,5.31555555555556,13.8988888888889,2022-10-16 00:00:00
SP500 Biotechnology Mean ,248.088888888889,20.5266666666667,17.6288888888889,5.52555555555556,5.33,11.1366666666667,15.35,2.23555555555556,2.74444444444444,249.641111111111,33.6877777777778,52.1233333333333,14.8244444444445,17.0255555555556,20.1911111111111,0.63,3.59444444444444,9424136666.66667,38.1633333333333,30.4188888888889,65.7855555555555,19097777777.7778,81463333333.3333,91766666666.6667,5.47,14.3311111111111,2022-10-08 00:00:00
