symbol,Price,Price/Sales (ttm),Price/Book (mrq),Price/CashFlow,Quick Ratio,Current Ratio,Total Debt to Equity (mrq),Total Debt to Capital,Return on Equity,Return on Assets,Return on Invested Capital (ttm),Book Value/Market Value,Asset Turnover,Inventory Turnover (ttm),EBITDA,Operating Margin,Profit Margin,Gross Margin ttm,Revenue,Market Cap,Enterprise Value,Enterprise Value/Revenue,Enterprise Value/EBITDA,Trailing P/E,Forward P/E,Date,Forward Price/Sales
SP500 Semis Mean ,224.786470588235,7.61882352941176,8.99941176470588,21.92,2.53941176470588,3.25235294117647,67.6064705882353,33.9505882352941,41.2858823529412,13.1958823529412,18.1988235294118,16.3164705882353,0.792941176470588,4.11058823529412,7641045294.0,29.7176470588235,25.5223529411765,51.9041176470588,18571176470.5882,114308235294.118,116418823529.412,7.80235294117647,22.4411764705882,9.93,14.31,2022-02-05,0.0
SP500 Semis Mean ,210.966470588235,8.17235294117647,10.5423529411765,21.2094117647059,2.57823529411765,3.29294117647059,66.9088235294118,34.5764705882353,42.5335294117647,13.1441176470588,17.7794117647059,17.1429411764706,0.79,4.1035294117647,7623398235.17647,29.5982352941177,25.8158823529412,50.1576470588235,18390000000.0,124951764705.882,127487058823.471,8.29176470588235,23.8082352941177,10.04,14.29,2022-01-28,0.0
SP500 Semis Mean ,225.434705882353,9.39352941176471,12.0870588235294,25.7147058823529,2.57823529411765,3.33117647058824,68.4270588235294,34.5764705882353,42.3247058823529,12.9335294117647,17.7794117647059,15.4270588235294,0.777058823529412,4.1035294117647,7519868823.41177,29.2052941176471,25.5982352941176,49.9005882352941,18246470588.2353,137067058823.529,139688235294.118,9.52529411764706,27.7547058823529,10.1,14.37,2022-01-22,0.0
SP500 Semis Mean ,245.844117647059,9.80941176470588,12.5776470588235,27.9552941176471,2.55705882352941,3.33117647058824,68.4270588235294,34.5364705882353,42.3247058823529,12.9335294117647,17.4382352941176,15.2705882352941,0.786470588235294,4.27,7519868823.41177,29.2052941176471,25.5982352941176,49.9005882352941,18246470588.2353,146792352941.177,149454117647.059,9.93647058823529,28.7952941176471,9.82,13.97,2022-01-15,0.0
SP500 Semis Mean,255.275294117647,9.80941176470588,12.5776470588235,29.0535294117647,2.55705882352941,3.33117647058824,68.4270588235294,34.5364705882353,42.3247058823529,12.9335294117647,17.4382352941176,15.2705882352941,0.786470588235294,4.27,7519868823.41177,29.2052941176471,25.5982352941176,49.9005882352941,18246470588.2353,146792352941.177,149454117647.059,9.93647058823529,28.7952941176471,9.82,13.97,2022-01-08 00:00:00,0.0
SP500 Semis Mean,260.57705882353,7.13588235294117,9.70705882352941,25.9288235294118,2.55705882352941,3.25235294117647,69.0541176470588,34.5364705882353,42.2329411764706,12.8411764705882,17.4382352941176,11.9935294117647,0.780588235294118,4.27,7445162941.05882,29.09,25.5105882352941,50.1776470588235,18107058823.5294,86099411764.7059,89400000000,7.32588235294118,22.8229411764706,33.6458823529412,20.3976470588235,2022-01-01 00:00:00,0.0
SP500 Semis Mean,256.264705882353,9.80941176470588,12.5776470588235,29.5494117647059,2.55705882352941,3.33117647058824,68.4194117647059,34.5364705882353,42.3247058823529,12.9335294117647,17.4382352941176,15.2705882352941,0.786470588235294,4.27,7519868823.41177,29.2052941176471,25.5982352941176,49.9005882352941,18246470588.2353,146792352941.177,149454117647.059,9.93647058823529,28.7952941176471,41.5788235294118,25.7782352941176,2021-12-23 00:00:00,0.0
SP500 Semis Mean ,247.225882352941,9.80941176470588,12.5776470588235,28.6382352941176,2.55705882352941,3.31705882352941,68.5776470588235,34.5364705882353,42.0152941176471,12.7623529411765,17.4382352941176,15.2705882352941,0.783529411764706,4.27,7354574705.76471,28.7664705882353,25.2841176470588,49.5505882352941,18078235294.1176,146792352941.177,149454117647.059,9.93647058823529,28.7952941176471,41.5788235294118,25.7782352941176,2021-12-18,0.0
SP500 Semis Mean ,255.621176470588,9.83764705882353,12.5941176470588,29.9958823529412,2.47352941176471,3.31705882352941,68.5776470588235,35.0276470588235,42.0152941176471,12.7623529411765,17.7870588235294,13.8129411764706,0.783529411764706,4.27058823529412,7354574705.76471,28.7664705882353,25.2841176470588,49.5505882352941,18078235294.1176,145638235294.118,148299411764.706,9.99235294117647,29.1341176470588,41.7417647058824,25.8958823529412,2021-12-11,0.0
SP500 Semis Mean ,252.797647058823,10.0705882352941,12.8194117647059,17.5435294117647,2.47352941176471,2.16647058823529,51.4458823529412,35.0276470588235,31.8658823529412,9.21647058823529,17.7870588235294,14.0917647058823,0.541764705882353,4.27058823529412,5523529411.70588,21.4129411764706,18.4464705882353,53.6591666666667,13410588235.2941,147639999999.882,150295294117.647,10.2417647058823,30.0864705882353,42.6323529411765,26.8482352941176,2021-12-04,0.0
SP500 Semis Mean ,256.901176470588,8.11882352941176,11.2147058823529,30.5029411764706,2.47352941176471,3.32058823529412,69.1564705882353,35.0276470588235,41.8435294117647,12.7829411764706,17.7870588235294,13.0788235294118,0.78235294117647,4.27058823529412,7382221764.58823,29.1788235294118,25.1476470588235,50.2770588235294,18058235294.1176,141451176470.588,143602941176.471,8.25882352941177,22.5982352941177,29.7647058823529,21.8676470588235,2021-11-29,0.0
SP500 Semis Mean ,256.694117647059,10.1194117647059,13.1917647058824,31.1111764705882,2.42235294117647,3.18588235294118,69.9705882352941,35.3429411764706,42.3723529411765,12.9076470588235,17.0794117647059,14.1288235294118,0.786470588235294,4.24882352941176,7331633529.35294,29.2223529411765,25.6464705882353,48.575294117647,17946470588.2353,143525882352.941,146095882352.823,10.3517647058823,30.0964705882353,42.2182352941176,26.9905882352941,2021-11-20,0.0
SP500 Semis Mean ,248.911176470588,9.98529411764706,12.9217647058823,30.2288235294118,2.71176470588235,3.10705882352941,70.64,35.4023529411765,42.2805882352941,12.7976470588235,16.0323529411765,14.1447058823529,0.803529411764706,4.19588235294118,7247515882.29412,29.0676470588235,25.5588235294118,48.8523529411765,17807058823.5294,142485882352.941,145054705882.353,10.2147058823529,29.5864705882353,41.5852941176471,26.49,2021-11-13,0.0
SP500 Semis Mean ,244.319411764706,9.16882352941176,11.2911764705882,24.8858823529412,2.73058823529412,3.42117647058824,71.6823529411765,35.8176470588235,45.0276470588235,12.9611764705882,16.1194117647059,13.0205882352941,0.797058823529412,4.19588235294118,7262351176.47059,29.2570588235294,25.6664705882353,47.1676470588235,17727647058.8235,127472352941.176,129795882352.941,9.40647058823529,28.2611764705882,39.6029411764706,24.3017647058823,2021-11-06,0.0
SP500 Semis Mean ,230.095882352941,9.00529411764706,11.5758823529412,20.5276470588235,2.70470588235294,3.43764705882353,71.7470588235294,35.5341176470588,44.2417647058824,12.7423529411765,16.4541176470588,14.7752941176471,0.790588235294118,4.19588235294118,7216269411.76471,28.6794117647059,25.0764705882353,47.8035294117647,17651764705.8824,122637647058.824,125007647058.824,9.22058823529412,27.9105882352941,40.2747058823529,24.2052941176471,2021-10-30,0.0
